model_name,t2t_eval_1,t2t_eval_2,m2m_eval_1,m2m_eval_2
X_g01.json,0.6766666666666667,0.35938596491228064,0.7619748071892247,0.726466962752129
R_g01.json,0.6499999999999999,0.33014403292181066,0.643041038622162,0.7370969960305956
E_j01.json,0.5166666666666667,0.27259481961147086,0.5662656603787328,0.5536607069276983
M_g01.json,0.64,0.32740740740740737,0.6250131133490472,0.6470536563037047
R_j04.json,0.6066666666666668,0.30750000000000005,0.4388949658931394,0.39687301588076984
G_g01.json,0.49666666666666665,0.24833333333333332,0.3542437029754848,0.37734207528832275
R_j03.json,0.6433333333333333,0.36619465329991646,0.5844350997169842,0.5338001998621588
M_j02.json,0.48,0.24378787878787878,0.6552982597076733,0.6905290555172882
V_k09.json,0.5366666666666666,0.2972895622895623,0.8373813246130554,0.830507772792489
V_k08.json,0.6533333333333333,0.34215187590187596,0.9592520094967716,0.9579969460570875
M_j03.json,0.6166666666666667,0.30833333333333335,0.7396082560722895,0.7502613650439737
R_j02.json,0.55,0.2777777777777778,0.626493749752672,0.5984545691202038
R_j01.json,0.61,0.31559059987631416,0.8100602441120272,0.7744772280956491
E_j05.json,0.37999999999999995,0.18999999999999997,0.4307404427734105,0.3738345173942068
G_j01.json,0.5733333333333334,0.28935483870967743,0.6240948674802963,0.6284092490844856
M_k05.json,0.5033333333333333,0.25904473438956194,0.5208956762903766,0.4456798836618298
E_j04.json,0.52,0.26,0.7395403862640256,0.7400808787467272
M_j01.json,0.68,0.35271929824561404,0.5505774224720358,0.591613736990935
V_g01.json,0.5933333333333334,0.3273063973063973,0.6416500888275746,0.5906413738699673
M_g02.json,0.6666666666666666,0.35901827356831567,0.8890463652215748,0.8862612402159117
E_j03.json,0.4333333333333333,0.21666666666666665,0.517921447227334,0.6014813579436611
E_j02.json,0.6,0.3,0.5778150855552108,0.5613791910031501
G_g03.json,0.48,0.25849947438182735,0.8704513503916136,0.8793823362795097
